date,open,high,low,close,volume,volume.1,market_sentiment,news_sentiment
2025-06-27 18:20:00,106707.55,106774.72,106642.66,106760.89,953,0,,
2025-06-27 18:25:00,106760.77,106873.23,106755.15,106862.42,829,0,,
2025-06-27 18:30:00,106863.4,106972.15,106802.27,106940.5,876,0,,
2025-06-27 18:35:00,106944.0,107094.42,106919.91,107094.42,954,0,,
2025-06-27 18:40:00,107094.42,107330.96,107093.4,107260.95,1184,0,,
2025-06-27 18:45:00,107261.12,107262.58,107121.96,107177.24,1002,0,,
2025-06-27 18:50:00,107177.09,107489.1,107152.27,107476.58,1111,0,,
2025-06-27 18:55:00,107469.51,107493.79,107351.06,107384.92,1156,0,,
2025-06-27 19:00:00,107385.21,107404.13,107264.48,107369.0,1037,0,,
2025-06-27 19:05:00,107369.0,107473.73,107360.72,107421.6,1034,0,,
2025-06-27 19:10:00,107419.01,107435.52,107217.13,107261.05,943,0,,
2025-06-27 19:15:00,107260.7,107323.22,107185.68,107277.84,869,0,,
2025-06-27 19:20:00,107278.21,107351.91,107168.55,107256.05,944,0,,
2025-06-27 19:25:00,107251.4,107424.74,107250.85,107372.39,939,0,,
2025-06-27 19:30:00,107368.15,107760.92,107362.81,107614.52,1153,0,,
2025-06-27 19:35:00,107609.71,107711.69,107548.75,107567.37,1111,0,,
2025-06-27 19:40:00,107567.67,107599.26,107506.59,107525.36,882,0,,
2025-06-27 19:45:00,107525.36,107560.13,107468.53,107535.84,846,0,,
2025-06-27 19:50:00,107535.84,107599.5,107500.09,107521.26,906,0,,
2025-06-27 19:55:00,107519.95,107651.94,107484.19,107546.75,841,0,,
2025-06-27 20:00:00,107545.48,107580.73,107310.81,107317.41,1134,0,,
2025-06-27 20:05:00,107317.41,107345.43,107248.32,107318.53,938,0,,
2025-06-27 20:10:00,107317.72,107346.77,107268.87,107279.12,756,0,,
2025-06-27 20:15:00,107279.12,107358.53,107270.62,107317.73,660,0,,
2025-06-27 20:20:00,107322.7,107375.42,107270.57,107298.61,754,0,,
2025-06-27 20:25:00,107298.71,107298.71,107009.83,107038.4,1003,0,,
2025-06-27 20:30:00,107041.47,107114.82,106955.49,107111.27,911,0,,
2025-06-27 20:35:00,107114.79,107118.31,106952.21,107024.47,914,0,,
2025-06-27 20:40:00,107022.77,107022.77,106803.24,106812.86,1020,0,,
2025-06-27 20:45:00,106806.79,106813.07,106504.43,106598.88,1474,0,,
2025-06-27 20:50:00,106598.88,106857.55,106540.81,106829.52,1146,0,,
2025-06-27 20:55:00,106828.06,106983.33,106640.64,106913.48,1115,0,,
2025-06-27 21:00:00,106913.4,107033.53,106858.57,106874.52,1024,0,,
2025-06-27 21:05:00,106874.52,107052.39,106871.53,107010.75,1008,0,,
2025-06-27 21:10:00,107011.29,107040.44,106827.55,106862.57,991,0,,
2025-06-27 21:15:00,106862.67,107001.02,106712.54,106712.54,960,0,,
2025-06-27 21:20:00,106711.78,106922.3,106649.96,106867.82,1054,0,,
2025-06-27 21:25:00,106873.53,106918.72,106734.69,106746.75,984,0,,
2025-06-27 21:30:00,106753.53,106768.0,106625.5,106691.23,1231,0,,
2025-06-27 21:35:00,106691.58,106735.45,106523.49,106538.39,1249,0,,
2025-06-27 21:40:00,106545.0,106628.31,106492.77,106621.21,1289,0,,
2025-06-27 21:45:00,106621.21,106719.56,106582.28,106629.69,1176,0,,
2025-06-27 21:50:00,106627.73,106716.09,106525.24,106647.97,1362,0,,
2025-06-27 21:55:00,106649.59,106779.96,106575.04,106768.08,1082,0,,
2025-06-27 22:00:00,106765.05,106797.27,106627.02,106785.52,1153,0,,
2025-06-27 22:05:00,106787.18,106908.16,106761.59,106878.45,849,0,,
2025-06-27 22:10:00,106878.68,106977.61,106843.77,106928.24,901,0,,
2025-06-27 22:15:00,106931.65,106941.11,106769.89,106859.1,775,0,,
2025-06-27 22:20:00,106847.53,106946.99,106828.0,106896.65,706,0,,
2025-06-27 22:25:00,106883.5,106910.99,106800.75,106850.51,723,0,,
2025-06-27 22:30:00,106850.51,106856.64,106758.83,106770.96,718,0,,
2025-06-27 22:35:00,106770.96,106831.41,106749.81,106810.47,598,0,,
2025-06-27 22:40:00,106810.47,106893.33,106795.27,106859.07,760,0,,
2025-06-27 22:45:00,106851.4,106959.97,106844.96,106947.08,651,0,,
2025-06-27 22:50:00,106926.64,107069.72,106925.32,107047.33,977,0,,
2025-06-27 22:55:00,107047.33,107070.68,106837.9,106843.99,916,0,,
2025-06-27 23:00:00,106841.57,106964.64,106827.56,106929.99,841,0,,
2025-06-27 23:05:00,106932.94,107107.05,106932.94,107091.54,842,0,,
2025-06-27 23:10:00,107091.76,107171.23,107052.47,107076.48,736,0,,
2025-06-27 23:15:00,107077.17,107157.54,107072.77,107119.8,726,0,,
2025-06-27 23:20:00,107110.98,107117.62,107058.34,107081.07,699,0,,
2025-06-27 23:25:00,107081.07,107136.8,107045.06,107093.31,759,0,,
2025-06-27 23:30:00,107091.6,107164.59,107052.24,107159.43,760,0,,
2025-06-27 23:35:00,107159.34,107179.85,107043.27,107124.98,698,0,,
2025-06-27 23:40:00,107124.98,107173.5,107090.35,107161.22,502,0,,
2025-06-27 23:45:00,107170.12,107183.4,107136.12,107167.45,603,0,,
