time,open,high,low,close,volume
2025-06-10 18:55:00,6020.35,6021.35,6019.85,6020.6,42
2025-06-10 18:56:00,6020.6,6021.6,6020.35,6020.85,31
2025-06-10 18:57:00,6020.85,6021.6,6020.1,6020.85,41
2025-06-10 18:58:00,6020.6,6021.1,6020.1,6021.1,18
2025-06-10 18:59:00,6021.1,6021.85,6020.85,6021.85,45
2025-06-10 19:00:00,6021.6,6022.85,6021.35,6021.85,55
2025-06-10 19:01:00,6021.85,6026.85,6021.85,6025.35,91
2025-06-10 19:02:00,6025.35,6026.85,6024.6,6024.6,67
2025-06-10 19:03:00,6024.6,6025.85,6024.1,6024.35,56
2025-06-10 19:04:00,6024.1,6025.35,6023.85,6025.1,30
2025-06-10 19:05:00,6025.1,6026.85,6024.85,6025.85,36
2025-06-10 19:06:00,6025.85,6026.6,6025.35,6025.85,35
2025-06-10 19:07:00,6025.6,6026.35,6025.35,6026.35,45
2025-06-10 19:08:00,6026.1,6026.35,6025.35,6025.85,37
2025-06-10 19:09:00,6025.85,6025.85,6024.6,6025.1,26
2025-06-10 19:10:00,6025.1,6025.6,6024.1,6025.6,44
2025-06-10 19:11:00,6025.35,6026.6,6025.35,6025.6,33
2025-06-10 19:12:00,6025.6,6025.85,6022.85,6023.85,29
2025-06-10 19:13:00,6023.6,6024.35,6023.6,6024.1,35
2025-06-10 19:14:00,6024.1,6024.85,6023.85,6024.85,20
2025-06-10 19:15:00,6024.85,6025.1,6024.1,6024.1,22
2025-06-10 19:16:00,6024.1,6025.35,6023.85,6025.1,26
2025-06-10 19:17:00,6025.1,6025.85,6024.6,6025.1,33
2025-06-10 19:18:00,6025.1,6025.47,6025.1,6025.35,16
2025-06-10 19:19:00,6025.35,6026.1,6025.1,6025.35,20
2025-06-10 19:20:00,6025.35,6025.85,6024.85,6025.85,21
2025-06-10 19:21:00,6025.85,6025.85,6024.6,6025.6,21
2025-06-10 19:22:00,6025.35,6026.1,6025.35,6025.6,25
2025-06-10 19:23:00,6025.6,6025.6,6025.1,6025.6,16
2025-06-10 19:24:00,6025.85,6027.1,6025.6,6026.6,30
2025-06-10 19:25:00,6026.85,6026.85,6026.1,6026.1,12
2025-06-10 19:26:00,6026.35,6027.35,6025.85,6026.6,44
2025-06-10 19:27:00,6026.6,6027.1,6026.1,6026.85,21
2025-06-10 19:28:00,6026.85,6028.85,6026.85,6027.35,34
2025-06-10 19:29:00,6027.35,6028.1,6026.6,6027.85,53
2025-06-10 19:30:00,6027.85,6028.6,6027.6,6027.85,34
2025-06-10 19:31:00,6027.6,6028.1,6027.35,6027.35,16
2025-06-10 19:32:00,6027.6,6029.1,6027.6,6028.6,22
2025-06-10 19:33:00,6028.6,6028.85,6028.1,6028.6,25
2025-06-10 19:34:00,6028.6,6029.1,6028.35,6028.85,18
2025-06-10 19:35:00,6028.85,6029.6,6028.1,6028.85,37
2025-06-10 19:36:00,6028.85,6028.85,6027.6,6028.6,30
2025-06-10 19:37:00,6028.6,6029.85,6028.6,6029.1,32
2025-06-10 19:38:00,6029.1,6029.85,6029.1,6029.35,16
2025-06-10 19:39:00,6029.6,6029.85,6028.85,6029.1,22
2025-06-10 19:40:00,6028.85,6029.1,6027.1,6028.1,43
2025-06-10 19:41:00,6028.1,6029.1,6027.85,6028.1,22
2025-06-10 19:42:00,6028.1,6028.85,6027.85,6028.35,14
2025-06-10 19:43:00,6028.35,6028.6,6028.1,6028.1,6
