time,open,high,low,close,volume
2025-06-10 18:55:00,65.876,65.886,65.741,65.746,72
2025-06-10 18:56:00,65.751,65.771,65.716,65.736,69
2025-06-10 18:57:00,65.736,65.776,65.676,65.766,75
2025-06-10 18:58:00,65.766,65.796,65.756,65.786,57
2025-06-10 18:59:00,65.786,65.806,65.786,65.796,45
2025-06-10 19:00:00,65.796,65.806,65.756,65.776,51
2025-06-10 19:01:00,65.776,65.806,65.756,65.796,52
2025-06-10 19:02:00,65.796,65.816,65.766,65.766,44
2025-06-10 19:03:00,65.766,65.796,65.766,65.781,27
2025-06-10 19:04:00,65.776,65.806,65.761,65.781,78
2025-06-10 19:05:00,65.776,65.776,65.736,65.746,60
2025-06-10 19:06:00,65.741,65.746,65.716,65.726,29
2025-06-10 19:07:00,65.716,65.766,65.716,65.746,46
2025-06-10 19:08:00,65.746,65.746,65.736,65.741,26
2025-06-10 19:09:00,65.736,65.746,65.726,65.736,27
2025-06-10 19:10:00,65.736,65.766,65.736,65.766,34
2025-06-10 19:11:00,65.776,65.776,65.736,65.756,52
2025-06-10 19:12:00,65.746,65.766,65.736,65.746,27
2025-06-10 19:13:00,65.746,65.756,65.736,65.756,19
2025-06-10 19:14:00,65.756,65.776,65.756,65.766,19
2025-06-10 19:15:00,65.766,65.806,65.756,65.796,18
2025-06-10 19:16:00,65.796,65.816,65.796,65.796,28
2025-06-10 19:17:00,65.791,65.836,65.786,65.831,39
2025-06-10 19:18:00,65.831,65.836,65.816,65.816,41
2025-06-10 19:19:00,65.816,65.836,65.776,65.776,34
2025-06-10 19:20:00,65.776,65.796,65.746,65.786,37
2025-06-10 19:21:00,65.776,65.786,65.776,65.786,11
2025-06-10 19:22:00,65.786,65.796,65.776,65.776,22
2025-06-10 19:23:00,65.786,65.786,65.766,65.766,12
2025-06-10 19:24:00,65.766,65.776,65.766,65.776,16
2025-06-10 19:25:00,65.771,65.816,65.771,65.806,16
2025-06-10 19:26:00,65.816,65.816,65.806,65.816,13
2025-06-10 19:27:00,65.816,65.826,65.796,65.816,22
2025-06-10 19:28:00,65.816,65.836,65.816,65.826,24
2025-06-10 19:29:00,65.826,65.836,65.821,65.826,13
2025-06-10 19:30:00,65.836,65.871,65.836,65.856,20
2025-06-10 19:31:00,65.856,65.856,65.841,65.856,25
2025-06-10 19:32:00,65.856,65.866,65.846,65.846,15
2025-06-10 19:33:00,65.846,65.856,65.836,65.846,18
2025-06-10 19:34:00,65.856,65.866,65.841,65.866,30
2025-06-10 19:35:00,65.856,65.896,65.856,65.896,18
2025-06-10 19:36:00,65.896,65.896,65.841,65.856,22
2025-06-10 19:37:00,65.856,65.876,65.856,65.856,13
2025-06-10 19:38:00,65.856,65.856,65.836,65.841,29
2025-06-10 19:39:00,65.846,65.846,65.831,65.836,22
2025-06-10 19:40:00,65.841,65.846,65.806,65.806,16
2025-06-10 19:41:00,65.796,65.796,65.756,65.766,25
