time,open,high,low,close,volume
2025-06-10 20:50:00,1.14268,1.14272,1.14264,1.14272,18
2025-06-10 20:51:00,1.14272,1.14274,1.14269,1.14274,25
2025-06-10 20:52:00,1.14274,1.14284,1.1427100000000001,1.14283,58
2025-06-10 20:53:00,1.1428099999999999,1.14284,1.14279,1.14284,24
2025-06-10 20:54:00,1.14284,1.14284,1.14269,1.14269,24
2025-06-10 20:55:00,1.14267,1.1427100000000001,1.14262,1.14262,16
2025-06-10 20:56:00,1.14263,1.14264,1.14247,1.14247,21
2025-06-10 20:57:00,1.14245,1.1425,1.14241,1.14242,35
2025-06-10 20:58:00,1.14242,1.14242,1.14236,1.14237,27
2025-06-10 20:59:00,1.14234,1.14235,1.14225,1.14226,21
2025-06-10 21:00:00,1.14226,1.1423,1.14211,1.14217,72
2025-06-10 21:01:00,1.14217,1.14222,1.14207,1.14213,54
2025-06-10 21:02:00,1.14213,1.14214,1.14199,1.14207,53
2025-06-10 21:03:00,1.14208,1.14209,1.1418300000000001,1.14188,46
2025-06-10 21:04:00,1.14188,1.14189,1.14181,1.14189,31
2025-06-10 21:05:00,1.14188,1.14201,1.14187,1.14196,36
2025-06-10 21:06:00,1.14197,1.14207,1.14196,1.14197,23
2025-06-10 21:07:00,1.14197,1.14208,1.14196,1.14203,31
2025-06-10 21:08:00,1.14203,1.14212,1.14202,1.14204,27
2025-06-10 21:09:00,1.14204,1.14223,1.14203,1.14223,29
2025-06-10 21:10:00,1.14222,1.14224,1.14214,1.14217,15
2025-06-10 21:11:00,1.14216,1.14221,1.14214,1.14214,18
2025-06-10 21:12:00,1.14216,1.14217,1.14204,1.14207,32
2025-06-10 21:13:00,1.14206,1.14208,1.14199,1.14201,31
2025-06-10 21:14:00,1.14199,1.14208,1.14196,1.14202,10
2025-06-10 21:15:00,1.14202,1.14202,1.14192,1.14194,32
2025-06-10 21:16:00,1.14194,1.14202,1.14191,1.14196,39
2025-06-10 21:17:00,1.14197,1.14197,1.14187,1.14197,35
2025-06-10 21:18:00,1.14197,1.14198,1.1419,1.14192,20
2025-06-10 21:19:00,1.14192,1.14192,1.14185,1.14188,16
2025-06-10 21:20:00,1.14188,1.14192,1.14181,1.14182,55
2025-06-10 21:21:00,1.14182,1.1418300000000001,1.14162,1.14167,48
2025-06-10 21:22:00,1.14167,1.14172,1.14167,1.14171,32
2025-06-10 21:23:00,1.14178,1.14186,1.14176,1.14184,38
2025-06-10 21:24:00,1.14182,1.14195,1.14181,1.14192,33
2025-06-10 21:25:00,1.14193,1.14202,1.14192,1.14197,30
2025-06-10 21:26:00,1.14197,1.14213,1.14197,1.14211,36
2025-06-10 21:27:00,1.14212,1.14213,1.14206,1.14212,18
2025-06-10 21:28:00,1.14212,1.14217,1.1421000000000001,1.14211,19
2025-06-10 21:29:00,1.14212,1.14215,1.14208,1.14214,23
2025-06-10 21:30:00,1.14215,1.14227,1.14214,1.14227,19
2025-06-10 21:31:00,1.14227,1.14247,1.14227,1.14237,29
2025-06-10 21:32:00,1.14239,1.14249,1.14238,1.14241,25
2025-06-10 21:33:00,1.1424,1.14243,1.14234,1.14236,17
2025-06-10 21:34:00,1.14235,1.14236,1.1423,1.14231,22
2025-06-10 21:35:00,1.14231,1.14232,1.14222,1.14224,16
2025-06-10 21:36:00,1.14222,1.14239,1.14222,1.1423,25
2025-06-10 21:37:00,1.14231,1.14242,1.1423,1.14233,27
2025-06-10 21:38:00,1.14234,1.14239,1.14232,1.14232,18
2025-06-10 21:39:00,1.14233,1.14233,1.14229,1.14233,16
2025-06-10 21:40:00,1.14232,1.1424400000000001,1.14232,1.14241,18
2025-06-10 21:41:00,1.14241,1.14243,1.14232,1.14232,9
2025-06-10 21:42:00,1.14232,1.14235,1.14226,1.14231,19
2025-06-10 21:43:00,1.14232,1.14234,1.14229,1.14229,8
2025-06-10 21:44:00,1.14229,1.14232,1.14224,1.14232,20
2025-06-10 21:45:00,1.14232,1.14233,1.14214,1.14218,16
2025-06-10 21:46:00,1.14218,1.14219,1.14204,1.14205,24
2025-06-10 21:47:00,1.14205,1.14233,1.14204,1.14232,23
2025-06-10 21:48:00,1.14232,1.14234,1.14225,1.14229,11
2025-06-10 21:49:00,1.1423,1.14243,1.1423,1.14235,26
2025-06-10 21:50:00,1.14236,1.1424,1.14236,1.14238,7
2025-06-10 21:51:00,1.14238,1.14238,1.14223,1.14228,33
2025-06-10 21:52:00,1.14228,1.14232,1.14223,1.14228,21
2025-06-10 21:53:00,1.14228,1.14234,1.14223,1.14225,24
2025-06-10 21:54:00,1.14225,1.14225,1.14208,1.14208,18
2025-06-10 21:55:00,1.14207,1.14215,1.14204,1.14207,18
2025-06-10 21:56:00,1.14208,1.14215,1.14199,1.14202,36
2025-06-10 21:57:00,1.14202,1.14216,1.14195,1.14212,57
2025-06-10 21:58:00,1.14209,1.14211,1.14193,1.14203,73
2025-06-10 21:59:00,1.14202,1.14204,1.14194,1.14199,42
2025-06-10 22:00:00,1.14199,1.14199,1.14188,1.14195,61
2025-06-10 22:01:00,1.14196,1.14214,1.14194,1.14213,83
2025-06-10 22:02:00,1.14212,1.14213,1.14202,1.14203,32
2025-06-10 22:03:00,1.14203,1.14203,1.14189,1.14192,43
2025-06-10 22:04:00,1.14192,1.14194,1.14188,1.14192,31
2025-06-10 22:05:00,1.14192,1.1421000000000001,1.14192,1.14202,46
2025-06-10 22:06:00,1.14202,1.14208,1.14202,1.14207,22
2025-06-10 22:07:00,1.14207,1.1423,1.14207,1.14227,65
2025-06-10 22:08:00,1.14226,1.14241,1.14225,1.14234,44
2025-06-10 22:09:00,1.14236,1.14237,1.14229,1.14237,46
2025-06-10 22:10:00,1.14237,1.14253,1.14234,1.14253,29
2025-06-10 22:11:00,1.14249,1.14254,1.14248,1.14253,39
2025-06-10 22:12:00,1.14253,1.14261,1.14253,1.14253,27
2025-06-10 22:13:00,1.14253,1.14254,1.14249,1.14249,10
2025-06-10 22:14:00,1.14251,1.14259,1.14248,1.14259,28
2025-06-10 22:15:00,1.14258,1.1427,1.14257,1.1427,24
2025-06-10 22:16:00,1.1427,1.1428099999999999,1.1427,1.14274,19
2025-06-10 22:17:00,1.14274,1.14283,1.14273,1.14283,26
2025-06-10 22:18:00,1.14283,1.14298,1.14279,1.14295,40
2025-06-10 22:19:00,1.14295,1.14296,1.14288,1.14288,14
2025-06-10 22:20:00,1.14288,1.14295,1.14287,1.14295,20
2025-06-10 22:21:00,1.14295,1.14306,1.14293,1.14303,15
2025-06-10 22:22:00,1.1430500000000001,1.14317,1.14304,1.14317,28
2025-06-10 22:23:00,1.14317,1.14318,1.14303,1.1431,15
2025-06-10 22:24:00,1.14308,1.1431,1.14298,1.14298,28
2025-06-10 22:25:00,1.14298,1.14302,1.14295,1.14297,20
2025-06-10 22:26:00,1.14298,1.14302,1.14291,1.14292,15
2025-06-10 22:27:00,1.14293,1.14298,1.14286,1.14286,22
2025-06-10 22:28:00,1.14285,1.14287,1.14272,1.14275,27
2025-06-10 22:29:00,1.14275,1.14276,1.1427,1.1427,29
2025-06-10 22:30:00,1.1427,1.14274,1.14263,1.14267,36
2025-06-10 22:31:00,1.14266,1.14272,1.14261,1.1427100000000001,39
2025-06-10 22:32:00,1.1427100000000001,1.14273,1.14267,1.14267,13
2025-06-10 22:33:00,1.14267,1.14272,1.14259,1.14272,31
2025-06-10 22:34:00,1.14272,1.14287,1.14269,1.14287,26
2025-06-10 22:35:00,1.14288,1.14289,1.14286,1.14287,9
2025-06-10 22:36:00,1.14287,1.14289,1.14282,1.14284,27
2025-06-10 22:37:00,1.14285,1.14289,1.1428099999999999,1.14284,23
2025-06-10 22:38:00,1.14284,1.14286,1.1428,1.14285,23
2025-06-10 22:39:00,1.14285,1.14285,1.1427100000000001,1.14273,20
2025-06-10 22:40:00,1.14272,1.14299,1.14272,1.14289,41
2025-06-10 22:41:00,1.14289,1.14302,1.14287,1.14302,24
2025-06-10 22:42:00,1.14301,1.14308,1.14294,1.14294,19
2025-06-10 22:43:00,1.14294,1.14309,1.14291,1.14309,31
2025-06-10 22:44:00,1.14308,1.14319,1.14308,1.1431499999999999,31
2025-06-10 22:45:00,1.14314,1.14344,1.14313,1.14344,37
2025-06-10 22:46:00,1.14344,1.14362,1.14341,1.14349,32
2025-06-10 22:47:00,1.14349,1.14353,1.14326,1.14326,32
2025-06-10 22:48:00,1.14325,1.14333,1.14322,1.14322,24
2025-06-10 22:49:00,1.14322,1.14322,1.1431,1.14312,21
2025-06-10 22:50:00,1.14311,1.14319,1.14301,1.14302,57
2025-06-10 22:51:00,1.14301,1.14308,1.14299,1.14306,23
2025-06-10 22:52:00,1.14306,1.14306,1.1428099999999999,1.14283,34
2025-06-10 22:53:00,1.14283,1.1429,1.1428099999999999,1.14282,40
2025-06-10 22:54:00,1.14283,1.14283,1.1427100000000001,1.14277,24
2025-06-10 22:55:00,1.14278,1.14278,1.14262,1.14263,28
2025-06-10 22:56:00,1.14265,1.14269,1.14259,1.14263,44
2025-06-10 22:57:00,1.14263,1.14264,1.14255,1.14261,40
2025-06-10 22:58:00,1.14261,1.1428,1.14259,1.14273,52
2025-06-10 22:59:00,1.14272,1.14272,1.14248,1.14257,69
2025-06-10 23:00:00,1.14256,1.14268,1.1425,1.14251,77
2025-06-10 23:01:00,1.1425,1.14253,1.14246,1.14248,43
2025-06-10 23:02:00,1.14254,1.14269,1.14247,1.14266,50
2025-06-10 23:03:00,1.14268,1.14268,1.14257,1.14262,25
2025-06-10 23:04:00,1.14261,1.14263,1.14261,1.14263,5
2025-06-10 23:05:00,1.14263,1.14264,1.1426,1.14262,12
2025-06-10 23:06:00,1.14263,1.14265,1.14262,1.14262,7
2025-06-10 23:07:00,1.14263,1.14263,1.1426,1.14261,8
2025-06-10 23:08:00,1.14261,1.14261,1.14257,1.14259,11
2025-06-10 23:09:00,1.14257,1.14268,1.14254,1.14266,23
2025-06-10 23:10:00,1.14266,1.14279,1.14266,1.14279,38
2025-06-10 23:11:00,1.14279,1.1429,1.14278,1.14289,18
2025-06-10 23:12:00,1.14289,1.14294,1.14289,1.14292,9
2025-06-10 23:13:00,1.14293,1.14294,1.14292,1.14293,8
2025-06-10 23:14:00,1.14291,1.14293,1.14282,1.14282,24
2025-06-10 23:15:00,1.14283,1.14283,1.1428,1.1428,4
2025-06-10 23:16:00,1.1428,1.1428,1.14259,1.14259,19
2025-06-10 23:17:00,1.14258,1.14258,1.14257,1.14257,8
2025-06-10 23:18:00,1.14252,1.14253,1.14245,1.14246,22
2025-06-10 23:19:00,1.14247,1.14253,1.14242,1.14252,33
2025-06-10 23:20:00,1.14253,1.14267,1.14252,1.14266,17
2025-06-10 23:21:00,1.14262,1.14265,1.14258,1.14265,12
2025-06-10 23:22:00,1.14266,1.14267,1.14236,1.1424,24
2025-06-10 23:23:00,1.1424,1.1424,1.14223,1.14225,22
2025-06-10 23:24:00,1.14231,1.14234,1.14212,1.14216,16
2025-06-10 23:25:00,1.14216,1.14217,1.14209,1.1421000000000001,10
2025-06-10 23:26:00,1.1421000000000001,1.14219,1.1421000000000001,1.14212,9
2025-06-10 23:27:00,1.14213,1.14221,1.14213,1.14219,12
2025-06-10 23:28:00,1.14219,1.14233,1.14219,1.14229,10
2025-06-10 23:29:00,1.14229,1.14229,1.14216,1.14218,10
2025-06-10 23:30:00,1.14216,1.14218,1.14215,1.14216,16
2025-06-10 23:31:00,1.14215,1.14217,1.14215,1.14217,3
2025-06-10 23:32:00,1.14218,1.14224,1.14218,1.14223,4
2025-06-10 23:33:00,1.14223,1.14229,1.14223,1.14225,15
2025-06-10 23:34:00,1.14224,1.14225,1.14216,1.14219,8
2025-06-10 23:35:00,1.14217,1.14219,1.1421000000000001,1.1421000000000001,13
2025-06-10 23:36:00,1.14209,1.1421000000000001,1.14208,1.14209,10
2025-06-10 23:37:00,1.14209,1.14215,1.14209,1.14214,7
2025-06-10 23:38:00,1.14214,1.14214,1.14207,1.14207,5
2025-06-10 23:39:00,1.14207,1.1421000000000001,1.14207,1.14209,4
2025-06-10 23:40:00,1.14209,1.14209,1.14206,1.14208,7
2025-06-10 23:41:00,1.14207,1.14207,1.14194,1.14196,21
2025-06-10 23:42:00,1.14196,1.14208,1.14189,1.14208,20
2025-06-10 23:43:00,1.14208,1.14215,1.14208,1.14215,5
2025-06-10 23:44:00,1.14215,1.14218,1.14212,1.14214,11
2025-06-10 23:45:00,1.14214,1.14225,1.14214,1.14225,11
2025-06-10 23:46:00,1.14224,1.1423,1.14224,1.14228,19
2025-06-10 23:47:00,1.14227,1.14229,1.14227,1.14228,44
2025-06-10 23:48:00,1.14228,1.14239,1.14228,1.14239,7
2025-06-10 23:49:00,1.1424,1.1424,1.14233,1.14234,7
2025-06-10 23:50:00,1.14234,1.14248,1.14234,1.14245,12
2025-06-10 23:51:00,1.14245,1.14246,1.1424400000000001,1.1424400000000001,4
2025-06-10 23:52:00,1.1424400000000001,1.1424400000000001,1.1424,1.1424,4
2025-06-10 23:53:00,1.1424,1.14242,1.1424,1.14242,2
2025-06-10 23:54:00,1.14242,1.14248,1.14242,1.14248,20
2025-06-10 23:55:00,1.14248,1.14251,1.14241,1.1425,24
2025-06-10 23:56:00,1.14251,1.14251,1.14248,1.14249,10
2025-06-10 23:57:00,1.14248,1.14249,1.14241,1.14242,15
2025-06-10 23:58:00,1.14242,1.1426,1.14226,1.14228,43
2025-06-10 23:59:00,1.14228,1.14232,1.14224,1.14224,13
2025-06-11 00:00:00,1.14195,1.14209,1.1419,1.14209,3
2025-06-11 00:01:00,1.14209,1.14209,1.14208,1.14208,2
2025-06-11 00:02:00,1.14232,1.14232,1.14232,1.14232,1
2025-06-11 00:10:00,1.14232,1.14232,1.1423,1.1423,2
2025-06-11 00:12:00,1.14232,1.14232,1.14232,1.14232,1
2025-06-11 00:13:00,1.14232,1.14232,1.14232,1.14232,1
2025-06-11 00:14:00,1.14232,1.14232,1.14232,1.14232,1
2025-06-11 00:15:00,1.14232,1.14232,1.14232,1.14232,1
2025-06-11 00:16:00,1.14232,1.14232,1.14232,1.14232,1
2025-06-11 00:17:00,1.14232,1.14232,1.14232,1.14232,1
2025-06-11 00:18:00,1.14232,1.14232,1.14232,1.14232,1
2025-06-11 00:19:00,1.14232,1.14232,1.14232,1.14232,1
2025-06-11 00:20:00,1.14232,1.14232,1.1423,1.1423,2
2025-06-11 00:21:00,1.1423,1.14232,1.1423,1.14232,2
2025-06-11 00:22:00,1.14232,1.14232,1.14228,1.14231,3
2025-06-11 00:23:00,1.14231,1.14231,1.14231,1.14231,1
2025-06-11 00:25:00,1.14231,1.14231,1.14231,1.14231,1
2025-06-11 00:26:00,1.14232,1.14232,1.14232,1.14232,1
2025-06-11 00:27:00,1.14232,1.14232,1.14232,1.14232,1
2025-06-11 00:28:00,1.14232,1.14232,1.14232,1.14232,1
2025-06-11 00:30:00,1.14232,1.14232,1.14232,1.14232,1
2025-06-11 00:31:00,1.14254,1.14254,1.14232,1.1424400000000001,5
2025-06-11 00:32:00,1.1424400000000001,1.1424400000000001,1.1424400000000001,1.1424400000000001,1
2025-06-11 00:33:00,1.1424400000000001,1.1424400000000001,1.1424400000000001,1.1424400000000001,1
2025-06-11 00:34:00,1.1424400000000001,1.1424400000000001,1.1424400000000001,1.1424400000000001,1
2025-06-11 00:35:00,1.1424400000000001,1.1425,1.14234,1.14236,7
2025-06-11 00:36:00,1.14236,1.14236,1.14236,1.14236,1
2025-06-11 00:37:00,1.14236,1.14236,1.14236,1.14236,1
2025-06-11 00:38:00,1.14236,1.14236,1.14236,1.14236,1
2025-06-11 00:39:00,1.14236,1.14236,1.14236,1.14236,1
2025-06-11 00:40:00,1.14236,1.14236,1.14236,1.14236,1
2025-06-11 00:41:00,1.14236,1.14236,1.14236,1.14236,1
2025-06-11 00:42:00,1.14236,1.14236,1.14236,1.14236,1
2025-06-11 00:43:00,1.14236,1.14248,1.14236,1.14237,6
2025-06-11 00:44:00,1.14237,1.14237,1.14237,1.14237,1
2025-06-11 00:45:00,1.14237,1.14237,1.14237,1.14237,1
2025-06-11 00:46:00,1.14237,1.14237,1.14237,1.14237,1
2025-06-11 00:47:00,1.14237,1.14237,1.14237,1.14237,1
2025-06-11 00:48:00,1.14237,1.14237,1.14237,1.14237,1
2025-06-11 00:49:00,1.14237,1.14237,1.14237,1.14237,1
2025-06-11 00:50:00,1.14237,1.14237,1.14237,1.14237,1
2025-06-11 00:51:00,1.14237,1.14237,1.14237,1.14237,1
2025-06-11 00:52:00,1.14237,1.14237,1.14237,1.14237,1
2025-06-11 00:53:00,1.14237,1.14257,1.14237,1.14257,4
2025-06-11 00:54:00,1.14257,1.14257,1.14257,1.14257,1
2025-06-11 00:55:00,1.14257,1.14257,1.14257,1.14257,1
2025-06-11 00:56:00,1.14257,1.14257,1.14257,1.14257,1
2025-06-11 00:57:00,1.14257,1.14257,1.14257,1.14257,1
2025-06-11 00:58:00,1.14248,1.14248,1.14248,1.14248,1
2025-06-11 00:59:00,1.14248,1.14248,1.14248,1.14248,1
2025-06-11 01:00:00,1.14248,1.14264,1.14224,1.1424400000000001,27
2025-06-11 01:01:00,1.14245,1.14248,1.1424,1.14243,8
2025-06-11 01:02:00,1.14242,1.14242,1.14233,1.14239,11
2025-06-11 01:03:00,1.14238,1.14243,1.14238,1.14243,7
2025-06-11 01:04:00,1.14246,1.14257,1.1424400000000001,1.14255,22
2025-06-11 01:05:00,1.14256,1.1426,1.14256,1.1426,4
2025-06-11 01:06:00,1.14261,1.14264,1.1426,1.14261,7
2025-06-11 01:07:00,1.14261,1.14261,1.14261,1.14261,1
2025-06-11 01:08:00,1.14259,1.14263,1.14259,1.14261,3
2025-06-11 01:09:00,1.14262,1.14282,1.14261,1.1428099999999999,11
2025-06-11 01:10:00,1.14283,1.14285,1.14276,1.14276,10
2025-06-11 01:11:00,1.14279,1.14279,1.14272,1.14273,13
2025-06-11 01:12:00,1.14273,1.14283,1.14269,1.14278,7
2025-06-11 01:13:00,1.14278,1.14278,1.14275,1.14275,2
2025-06-11 01:14:00,1.14275,1.14278,1.14268,1.1427100000000001,12
2025-06-11 01:15:00,1.1427100000000001,1.14275,1.1427,1.14273,7
2025-06-11 01:16:00,1.14273,1.14277,1.14273,1.14277,6
2025-06-11 01:17:00,1.14278,1.14279,1.14273,1.14273,7
2025-06-11 01:18:00,1.14274,1.14276,1.1427,1.14276,11
2025-06-11 01:19:00,1.14275,1.14278,1.14275,1.14278,2
2025-06-11 01:20:00,1.1428,1.14283,1.14278,1.14283,16
2025-06-11 01:21:00,1.14283,1.14283,1.1428099999999999,1.1428099999999999,5
2025-06-11 01:22:00,1.1428,1.14282,1.1428,1.14282,4
2025-06-11 01:23:00,1.14283,1.14286,1.14282,1.14282,8
2025-06-11 01:24:00,1.14282,1.14284,1.14282,1.14283,4
2025-06-11 01:25:00,1.14283,1.14285,1.1428099999999999,1.14283,5
2025-06-11 01:26:00,1.14284,1.14284,1.14282,1.14283,5
2025-06-11 01:27:00,1.14284,1.14284,1.1428,1.14282,6
2025-06-11 01:28:00,1.14282,1.14283,1.1428,1.1428099999999999,5
2025-06-11 01:29:00,1.14282,1.14283,1.14278,1.14278,5
2025-06-11 01:30:00,1.14278,1.14279,1.14272,1.14273,16
2025-06-11 01:31:00,1.14273,1.14274,1.1427100000000001,1.14272,8
2025-06-11 01:32:00,1.14273,1.14279,1.1427100000000001,1.1427100000000001,14
2025-06-11 01:33:00,1.1427100000000001,1.14274,1.1427100000000001,1.14273,4
2025-06-11 01:34:00,1.14273,1.14277,1.14273,1.14275,10
