symbol,initial_balance,final_balance,total_return,num_trades,sharpe_ratio,max_drawdown
BTCUSD_ecn,10000,18779.612352919892,87.79612352919892,218,0.7737823032581862,-7.905085567638004
DAX_ecn,10000,13319.375739499541,33.193757394995416,275,0.9236688924729489,-1.9855431006034374
EURUSD_ecn,10000,12366.262274065648,23.66262274065647,161,1.0122336237905067,-1.4807307596577224
NSDQ_ecn,10000,13119.403377719085,31.194033777190853,192,0.8282758213903163,-3.492726367960808
SP_ecn,10000,12472.795129669634,24.72795129669634,202,0.8395098731851222,-1.4245744598868515
USOIL.fut,10000,27489.546378116545,174.89546378116546,336,0.989279241726848,-5.379618351603721
XAUUSD_ecn,10000,18650.224740510177,86.50224740510177,276,1.841677822896104,-2.7837367254828993
